Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Opioid Court Cases,Opioid Court Cases Description,Total Cases,Total Cases Description,Rate of Opioid Court Cases,Percentage of Opioid Court Cases,Percentage of Opioid Court Cases Description,Type of Rate,County_Code_Number,County_Code_Text,State_FIPS_Code,County_FIPS_Code,Latitude,Longitude,Georeferenced Latitude & Longitude
County,Wyoming,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,13,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,519,Total number of annual court cases,25.05,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",66,66,42,131,41.5189248803,-76.0181300338,POINT (-76.0181300338 41.5189248803)
County,Blair,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,57,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,7,07,42,013,40.4855502384,-78.349076871,POINT (-78.349076871 40.4855502384)
State,Commonwealth,Female,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,162,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,916,Total opioid court cases where gender is known,,17.7,Percent of total opioid cases for the time period,Rates by gender are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Delaware,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,27,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,23,23,42,045,39.9165786652,-75.4062771212,POINT (-75.40627712120002 39.9165786652)
County,Forest,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,95,Total number of annual court cases,21.05,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",27,27,42,053,41.5135787577,-79.2378099483,POINT (-79.2378099483 41.5135787577)
County,Cumberland,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,21,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,3776,Total number of annual court cases,5.56,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",21,21,42,041,40.167598388,-77.268662705,POINT (-77.268662705 40.167598388)
County,Clearfield,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,9,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,869,Total number of annual court cases,10.36,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",17,17,42,033,41.0004290024,-78.4755834299,POINT (-78.4755834299 41.0004290024)
County,Perry,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,50,50,42,099,40.4041531744,-77.2590738496,POINT (-77.2590738496 40.4041531744)
County,Luzerne,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,31,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,40,40,42,079,41.1783643884,-75.991996098,POINT (-75.991996098 41.178364388400006)
County,Cameron,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,51,Total number of annual court cases,19.61,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",12,12,42,023,41.4388026531,-78.2091693241,POINT (-78.2091693241 41.4388026531)
County,Mifflin,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,710,Total number of annual court cases,8.45,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",44,44,42,087,40.6127492804,-77.6200308901,POINT (-77.6200308901 40.6127492804)
County,Montgomery,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,29,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,46,46,42,091,40.209898739,-75.3725200072,POINT (-75.3725200072 40.209898739)
County,Venango,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,61,61,42,121,41.4034125863,-79.7628656104,POINT (-79.7628656104 41.4034125863)
County,Philadelphia,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,203,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,51,51,42,101,40.0044435384,-75.140236002,POINT (-75.140236002 40.0044435384)
County,Mifflin,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,44,44,42,087,40.6127492804,-77.6200308901,POINT (-77.6200308901 40.6127492804)
State,Commonwealth,All,25 to 29 years,2018,2018 Annual,1/1/2018-12/31/2018,638,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2729,Total opioid court cases where age is known,,23.4,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,40 to 44 years,2016,2016 Annual,1/1/2016-12/31/2016,282,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,4059,Total opioid court cases where age is known,,6.9,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Mercer,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2076,Total number of annual court cases,1.93,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",43,43,42,085,41.302377765,-80.2600941079,POINT (-80.26009410790002 41.302377765)
County,Mifflin,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,44,44,42,087,40.6127492804,-77.6200308901,POINT (-77.6200308901 40.6127492804)
State,Commonwealth,All,56+ years,2017,2017 Q2,4/1/2017-6/30/2017,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,935,Total opioid court cases where age is known,,2.8,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Dauphin,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,123,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,6164,Total number of annual court cases,19.95,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",22,22,42,043,40.4197463597,-76.7796056802,POINT (-76.7796056802 40.4197463597)
County,Elk,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,291,Total number of annual court cases,13.75,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",24,24,42,047,41.4281941606,-78.6494771322,POINT (-78.6494771322 41.4281941606)
County,Erie,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,10,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,25,25,42,049,41.9941378702,-80.0407591036,POINT (-80.0407591036 41.9941378702)
County,Butler,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,10,10,42,019,40.9108318483,-79.9171177889,POINT (-79.9171177889 40.9108318483)
State,Commonwealth,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,617,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,18 to 19 years,2016,2016 Q2,4/1/2016-6/30/2016,42,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1034,Total opioid court cases where age is known,,4.1,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Butler,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,10,10,42,019,40.9108318483,-79.9171177889,POINT (-79.9171177889 40.9108318483)
County,Luzerne,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,40,40,42,079,41.1783643884,-75.991996098,POINT (-75.991996098 41.178364388400006)
County,Northampton,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,41,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,3076,Total number of annual court cases,13.33,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",48,48,42,095,40.754595404,-75.3126372576,POINT (-75.3126372576 40.754595404)
County,Fayette,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,26,26,42,051,39.919447803,-79.6518963464,POINT (-79.6518963464 39.919447803)
County,Monroe,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,45,45,42,089,41.0609178653,-75.3408360302,POINT (-75.3408360302 41.0609178653)
County,Allegheny,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,123,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,2,02,42,003,40.4673554298,-79.9861984282,POINT (-79.9861984282 40.4673554298)
County,Cumberland,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,21,21,42,041,40.167598388,-77.268662705,POINT (-77.268662705 40.167598388)
State,Commonwealth,All,56+ years,2016,2016 Q4,10/1/2016-12/31/2016,17,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,915,Total opioid court cases where age is known,,1.9,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Clarion,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,16,16,42,031,41.1927912877,-79.4248360769,POINT (-79.4248360769 41.1927912877)
County,Bucks,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,9,09,42,017,40.335011331,-75.1129124111,POINT (-75.1129124111 40.335011331)
County,Northampton,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,48,48,42,095,40.754595404,-75.3126372576,POINT (-75.3126372576 40.754595404)
