County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude
York,8.39,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Columbia,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Chester,9.18,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Huntingdon,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Armstrong,0.77,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Pennsylvania,17.43,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Lycoming,1.14,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Cameron,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Elk,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Dauphin,2.38,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Huntingdon,56.51,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Beaver,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Pennsylvania,10.22,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Cumberland,8.51,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Luzerne,3.31,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Allegheny,2.84,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Philadelphia,3.84,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Cambria,39.37,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Lawrence,82.02,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Northampton,1.97,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Lackawanna,2.82,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Jefferson,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Monroe,0.3,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Montgomery,0.44,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Pennsylvania,19.88,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Lawrence,10.23,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Northampton,66.42,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Dauphin,6.97,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Cambria,25.31,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Fulton,,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Lackawanna,63.03,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Perry,1.52,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Jefferson,5.45,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Fayette,1.61,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Cambria,1.29,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Berks,0.88,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Lackawanna,85.14,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Clinton,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,18,18,42,35,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Blair,9.96,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Tioga,51.36,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,59,59,42,117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Bradford,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Lebanon,1.5,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Fayette,53.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Washington,84.1,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Cumberland,1.43,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Juniata,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Elk,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Adams,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Beaver,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,Not displayed when count is between 1 and 4.,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Erie,14.36,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Jefferson,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Chester,63.38,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Adams,1.26,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Elk,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Fayette,79.31,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Warren,5.8,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Northampton,1.48,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Lackawanna,64.06,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Jefferson,5.04,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Indiana,6.55,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Washington,1.16,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Huntingdon,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Schuylkill,104.09,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Warren,38.79,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Lancaster,1.62,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Greene,5.17,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,30,30,42,59,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
McKean,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Delaware,18.04,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,23,23,42,45,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Bradford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Perry,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,No Emergency Department Identified in County.,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Fulton,76.09,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Adams,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Armstrong,1.53,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,No Emergency Department Identified in County.,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Dauphin,2.67,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Philadelphia,3.68,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Crawford,62.99,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Jefferson,1.37,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Montour,7.13,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Philadelphia,94.12,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,51,51,42,101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,No Emergency Department Identified in County.,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Beaver,4.88,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Lancaster,7.23,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Berks,1.16,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Dauphin,8.81,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
