Age Group,Gender,County Name,Rate,Type of Rate,Overdose Type,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
All Ages,All Genders,JUNIATA,,Not Applicable,Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
All Ages,All Genders,JEFFERSON,0.18,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,33,33,42,065,"(41.1313909115, -79.0010181419)"
All Ages,All Genders,PENNSYLVANIA,0.99,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,MONTOUR,0.57,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,WESTMORELAND,0.17,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,PIKE,,Not Applicable,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,No Emergency Department Identified in County. ,52,52,42,103,"(41.332571995, -75.0327092448)"
All Ages,All Genders,SNYDER,,Not Applicable,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,No Emergency Department Identified in County. ,55,55,42,109,"(40.7711373692, -77.0725596804)"
All Ages,All Genders,CLINTON,0.36,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,18,18,42,035,"(41.2328627374, -77.6428376046)"
All Ages,All Genders,LAWRENCE,0.46,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
All Ages,All Genders,MERCER,0.51,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
All Ages,All Genders,BUCKS,0.07,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,9,09,42,017,"(40.335011331, -75.1129124111)"
All Ages,All Genders,MONTGOMERY,0.01,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,46,46,42,091,"(40.209898739, -75.3725200072)"
All Ages,All Genders,MONROE,0.11,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,45,45,42,089,"(41.0609178653, -75.3408360302)"
All Ages,All Genders,GREENE,0.51,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,30,30,42,059,"(39.8548039342, -80.2294381655)"
All Ages,All Genders,WASHINGTON,0.33,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
All Ages,All Genders,SOMERSET,0.42,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,56,56,42,111,"(39.9714629901, -79.0310020611)"
All Ages,Male,PENNSYLVANIA,1.04,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,CLEARFIELD,,Suppressed/Not Displayed due to count between 1 and 124,Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,17,17,42,033,"(41.0004290024, -78.4755834299)"
All Ages,All Genders,FRANKLIN,,Suppressed/Not Displayed due to count between 1 and 184,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
All Ages,All Genders,POTTER,,Suppressed/Not Displayed due to count between 1 and 387,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,53,53,42,105,"(41.7442064382, -77.8987922939)"
All Ages,All Genders,WYOMING,,Suppressed/Not Displayed due to count between 1 and 521,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,66,66,42,131,"(41.5189248803, -76.0181300338)"
All Ages,All Genders,LAWRENCE,1.5,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
All Ages,All Genders,NORTHAMPTON,0.1,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,48,48,42,095,"(40.754595404, -75.3126372576)"
All Ages,All Genders,CLARION,,Suppressed/Not Displayed due to count between 1 and 107,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
All Ages,All Genders,MERCER,0.57,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,43,43,42,085,"(41.302377765, -80.2600941079)"
All Ages,All Genders,ERIE,0.85,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,25,25,42,049,"(41.9941378702, -80.0407591036)"
All Ages,All Genders,LYCOMING,0.47,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
All Ages,All Genders,PIKE,,Not Applicable,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,No Emergency Department Identified in County. ,52,52,42,103,"(41.332571995, -75.0327092448)"
All Ages,All Genders,CHESTER,0.05,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,15,15,42,029,"(39.9748705566, -75.7562649818)"
All Ages,All Genders,SOMERSET,0.43,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,56,56,42,111,"(39.9714629901, -79.0310020611)"
All Ages,All Genders,GREENE,0.17,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,30,30,42,059,"(39.8548039342, -80.2294381655)"
All Ages,All Genders,BEAVER,0.07,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
All Ages,All Genders,HUNTINGDON,0.77,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,31,31,42,061,"(40.4161050032, -77.9827661036)"
All Ages,All Genders,WYOMING,0,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,66,66,42,131,"(41.5189248803, -76.0181300338)"
All Ages,All Genders,JEFFERSON,,Suppressed/Not Displayed due to count between 1 and 264,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
All Ages,Female,PENNSYLVANIA,0.55,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,PHILADELPHIA,1.38,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,51,51,42,101,"(40.0044435384, -75.140236002)"
All Ages,All Genders,CHESTER,0.1,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,15,15,42,029,"(39.9748705566, -75.7562649818)"
All Ages,All Genders,MONTOUR,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,WASHINGTON,1.16,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
55-64,All Genders,PENNSYLVANIA,0.58,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,LANCASTER,0.17,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,36,36,42,071,"(40.0459079619, -76.2513876838)"
All Ages,All Genders,MONTOUR,,Suppressed/Not Displayed due to count between 1 and 346,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,PERRY,0.81,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,No Emergency Department Identified in County. ,50,50,42,099,"(40.4041531744, -77.2590738496)"
All Ages,All Genders,FAYETTE,0.14,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,26,26,42,051,"(39.919447803, -79.6518963464)"
All Ages,All Genders,UNION,0.09,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,60,60,42,119,"(40.9647313096, -77.0641580308)"
All Ages,All Genders,LANCASTER,0.14,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,36,36,42,071,"(40.0459079619, -76.2513876838)"
All Ages,All Genders,SOMERSET,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,56,56,42,111,"(39.9714629901, -79.0310020611)"
All Ages,All Genders,CUMBERLAND,0.08,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
All Ages,All Genders,MCKEAN,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
All Ages,All Genders,ADAMS,,Suppressed/Not Displayed due to count between 1 and 5,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Not displayed when count is between 1 and 4.,1,01,42,001,"(39.8720956503, -77.2222427076)"
All Ages,All Genders,JUNIATA,0.28,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
All Ages,All Genders,LANCASTER,0.14,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,36,36,42,071,"(40.0459079619, -76.2513876838)"
All Ages,All Genders,CLINTON,0,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,18,18,42,035,"(41.2328627374, -77.6428376046)"
All Ages,All Genders,ALLEGHENY,0.32,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
All Ages,All Genders,LEBANON,0.16,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,38,38,42,075,"(40.3675970024, -76.4618257486)"
All Ages,All Genders,BEDFORD,,Suppressed/Not Displayed due to count between 1 and 30,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
All Ages,All Genders,FOREST,,Not Applicable,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,No Emergency Department Identified in County. ,27,27,42,053,"(41.5135787577, -79.2378099483)"
All Ages,All Genders,ELK,0.67,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,24,24,42,047,"(41.4281941606, -78.6494771322)"
All Ages,All Genders,FRANKLIN,,Suppressed/Not Displayed due to count between 1 and 183,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
All Ages,All Genders,BUTLER,0.66,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,10,10,42,019,"(40.9108318483, -79.9171177889)"
All Ages,All Genders,SNYDER,,Not Applicable,Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,No Emergency Department Identified in County. ,55,55,42,109,"(40.7711373692, -77.0725596804)"
All Ages,All Genders,LUZERNE,1.33,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
All Ages,All Genders,MERCER,0.32,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
All Ages,All Genders,YORK,0.18,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,67,67,42,133,"(39.9219253124, -76.7257605231)"
All Ages,All Genders,WASHINGTON,0.25,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,63,63,42,125,"(40.1910966345, -80.2518008276)"
All Ages,All Genders,WESTMORELAND,0.78,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,UNION,0.07,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
All Ages,All Genders,ELK,,Suppressed/Not Displayed due to count between 1 and 178,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Not displayed when count is between 1 and 4.,24,24,42,047,"(41.4281941606, -78.6494771322)"
All Ages,All Genders,UNION,0.17,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
All Ages,All Genders,LYCOMING,0.6,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,41,41,42,081,"(41.3445979226, -77.069424568)"
All Ages,All Genders,NORTHUMBERLAND,0.1,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
All Ages,All Genders,WESTMORELAND,0.23,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,BRADFORD,0.44,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,8,08,42,015,"(41.7911781401, -76.5182562384)"
All Ages,All Genders,CAMBRIA,1.64,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
All Ages,All Genders,CENTRE,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
All Ages,All Genders,JEFFERSON,,Suppressed/Not Displayed due to count between 1 and 262,Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
All Ages,All Genders,CHESTER,0.03,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,15,15,42,029,"(39.9748705566, -75.7562649818)"
